"source_role","source_path","variable","storage_class","variable_label","value_labels","search_text"
"raw_exit","restricted_source/Exit_Module.dta","exg010","numeric","Cash Amount","","exg010 Cash Amount"
"raw_exit","restricted_source/Exit_Module.dta","exg011","haven_labelled/vctrs_vctr/double","Deposit","1 Yes=1 | 2 No=2","exg011 Deposit"
"raw_exit","restricted_source/Exit_Module.dta","exg012","numeric","Deposit Amount","","exg012 Deposit Amount"
"raw_exit","restricted_source/Exit_Module.dta","exg013","haven_labelled/vctrs_vctr/double","Financial Asset","1 Yes=1 | 2 No=2","exg013 Financial Asset"
"raw_exit","restricted_source/Exit_Module.dta","exg014","numeric","Financial Asset Amount","","exg014 Financial Asset Amount"
"raw_exit","restricted_source/Exit_Module.dta","exg015","haven_labelled/vctrs_vctr/double","In-kind","1 Yes=1 | 2 No=2","exg015 In-kind"
"raw_exit","restricted_source/Exit_Module.dta","exg016","numeric","Value of In-kind","","exg016 Value of In-kind"
"raw_exit","restricted_source/Exit_Module.dta","exg017","numeric","Value of Other Legacy","","exg017 Value of Other Legacy"
"raw_exit","restricted_source/Exit_Module.dta","exg018","haven_labelled/vctrs_vctr/double","Total Value Correct","1 Yes=1 | 2 No=2","exg018 Total Value Correct"
"raw_exit","restricted_source/Exit_Module.dta","exg018_1","numeric","The Correct Total Value","","exg018_1 The Correct Total Value"
"raw_exit","restricted_source/Exit_Module.dta","exg019","haven_labelled/vctrs_vctr/double","Make a Will","1 Yes=1 | 2 No=2","exg019 Make a Will"
"raw_exit","restricted_source/Exit_Module.dta","exg020","haven_labelled/vctrs_vctr/double","Was Will Notarized","1 Yes=1 | 2 No=2","exg020 Was Will Notarized"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s1","haven_labelled/vctrs_vctr/double","Estate Planning: Spouse","0 No=0 | 1 Yes=1","exg021_s1 Estate Planning: Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s2","haven_labelled/vctrs_vctr/double","Estate Planning: Children/Sons-in-law/Daughters-in-law","0 No=0 | 2 Yes=2","exg021_s2 Estate Planning: Children/Sons-in-law/Daughters-in-law"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s3","haven_labelled/vctrs_vctr/double","Estate Planning: Sibling","0 No=0 | 3 Yes=3","exg021_s3 Estate Planning: Sibling"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s4","haven_labelled/vctrs_vctr/double","Estate Planning: Other Relatives","0 No=0 | 4 Yes=4","exg021_s4 Estate Planning: Other Relatives"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s5","haven_labelled/vctrs_vctr/double","Estate Planning: Parents/Parents-in-law","0 No=0 | 5 Yes=5","exg021_s5 Estate Planning: Parents/Parents-in-law"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s6","haven_labelled/vctrs_vctr/double","Estate Planning: Grandchildren","0 No=0 | 6 Yes=6","exg021_s6 Estate Planning: Grandchildren"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s7","haven_labelled/vctrs_vctr/double","Estate Planning: Friends","0 No=0 | 7 Yes=7","exg021_s7 Estate Planning: Friends"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s8","haven_labelled/vctrs_vctr/double","Estate Planning: Charity","0 No=0 | 8 Yes=8","exg021_s8 Estate Planning: Charity"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s9","haven_labelled/vctrs_vctr/double","Estate Planning: Others","0 No=0 | 9 Yes=9","exg021_s9 Estate Planning: Others"
"raw_exit","restricted_source/Exit_Module.dta","exg021_s10","haven_labelled/vctrs_vctr/double","Estate Planning: No Arrangement","0 No=0 | 10 Yes=10","exg021_s10 Estate Planning: No Arrangement"
"raw_exit","restricted_source/Exit_Module.dta","exg021_1","numeric","Estate Planning: Spouse(%)","","exg021_1 Estate Planning: Spouse(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg021_3","numeric","Estate Planning: Sibling(%)","","exg021_3 Estate Planning: Sibling(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg021_4","numeric","Estate Planning: Other Relatives(%)","","exg021_4 Estate Planning: Other Relatives(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg021_5","numeric","Estate Planning: Parents/Parents-in-law(%)","","exg021_5 Estate Planning: Parents/Parents-in-law(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg021_7","numeric","Estate Planning: Friends(%)","","exg021_7 Estate Planning: Friends(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg021_8","numeric","Estate Planning: Charity(%)","","exg021_8 Estate Planning: Charity(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg021_9","numeric","Estate Planning: Others(%)","","exg021_9 Estate Planning: Others(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s1","haven_labelled/vctrs_vctr/double","Estate Planning: Child[1]/'s Spouse","0 No=0 | 1 Yes=1","exg022_s1 Estate Planning: Child[1]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s2","haven_labelled/vctrs_vctr/double","Estate Planning: Child[2]/'s Spouse","0 No=0 | 2 Yes=2","exg022_s2 Estate Planning: Child[2]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s3","haven_labelled/vctrs_vctr/double","Estate Planning: Child[3]/'s Spouse","0 No=0 | 3 Yes=3","exg022_s3 Estate Planning: Child[3]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s4","haven_labelled/vctrs_vctr/double","Estate Planning: Child[4]/'s Spouse","0 No=0 | 4 Yes=4","exg022_s4 Estate Planning: Child[4]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s5","haven_labelled/vctrs_vctr/double","Estate Planning: Child[5]/'s Spouse","0 No=0 | 5 Yes=5","exg022_s5 Estate Planning: Child[5]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s6","haven_labelled/vctrs_vctr/double","Estate Planning: Child[6]/'s Spouse","0 No=0 | 6 Yes=6","exg022_s6 Estate Planning: Child[6]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s7","haven_labelled/vctrs_vctr/double","Estate Planning: Child[7]/'s Spouse","0 No=0 | 7 Yes=7","exg022_s7 Estate Planning: Child[7]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s8","haven_labelled/vctrs_vctr/double","Estate Planning: Child[8]/'s Spouse","0 No=0 | 8 Yes=8","exg022_s8 Estate Planning: Child[8]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s9","haven_labelled/vctrs_vctr/double","Estate Planning: Child[9]/'s Spouse","0 No=0 | 9 Yes=9","exg022_s9 Estate Planning: Child[9]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s10","haven_labelled/vctrs_vctr/double","Estate Planning: Child[10]/'s Spouse","0 No=0 | 10 Yes=10","exg022_s10 Estate Planning: Child[10]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s11","haven_labelled/vctrs_vctr/double","Estate Planning: Child[11]/'s Spouse","0 No=0 | 11 Yes=11","exg022_s11 Estate Planning: Child[11]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s12","haven_labelled/vctrs_vctr/double","Estate Planning: Child[12]/'s Spouse","0 No=0 | 12 Yes=12","exg022_s12 Estate Planning: Child[12]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s13","haven_labelled/vctrs_vctr/double","Estate Planning: Child[13]/'s Spouse","0 No=0 | 13 Yes=13","exg022_s13 Estate Planning: Child[13]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s14","haven_labelled/vctrs_vctr/double","Estate Planning: Child[14]/'s Spouse","0 No=0 | 14 Yes=14","exg022_s14 Estate Planning: Child[14]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s15","haven_labelled/vctrs_vctr/double","Estate Planning: Child[15]/'s Spouse","0 No=0 | 15 Yes=15","exg022_s15 Estate Planning: Child[15]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s16","haven_labelled/vctrs_vctr/double","Estate Planning: Child[16]/'s Spouse","0 No=0 | 16 Yes=16","exg022_s16 Estate Planning: Child[16]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s17","haven_labelled/vctrs_vctr/double","Estate Planning: Child[17]/'s Spouse","0 No=0 | 17 Yes=17","exg022_s17 Estate Planning: Child[17]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s18","haven_labelled/vctrs_vctr/double","Estate Planning: Child[18]/'s Spouse","0 No=0 | 18 Yes=18","exg022_s18 Estate Planning: Child[18]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s19","haven_labelled/vctrs_vctr/double","Estate Planning: Child[19]/'s Spouse","0 No=0 | 19 Yes=19","exg022_s19 Estate Planning: Child[19]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s20","haven_labelled/vctrs_vctr/double","Estate Planning: Child[20]/'s Spouse","0 No=0 | 20 Yes=20","exg022_s20 Estate Planning: Child[20]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s21","haven_labelled/vctrs_vctr/double","Estate Planning: Child[21]/'s Spouse","0 No=0 | 21 Yes=21","exg022_s21 Estate Planning: Child[21]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s22","haven_labelled/vctrs_vctr/double","Estate Planning: Child[22]/'s Spouse","0 No=0 | 22 Yes=22","exg022_s22 Estate Planning: Child[22]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s23","haven_labelled/vctrs_vctr/double","Estate Planning: Child[23]/'s Spouse","0 No=0 | 23 Yes=23","exg022_s23 Estate Planning: Child[23]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s24","haven_labelled/vctrs_vctr/double","Estate Planning: Child[24]/'s Spouse","0 No=0 | 24 Yes=24","exg022_s24 Estate Planning: Child[24]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s25","haven_labelled/vctrs_vctr/double","Estate Planning: Child[25]/'s Spouse","0 No=0 | 25 Yes=25","exg022_s25 Estate Planning: Child[25]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s26","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[26]/'s Spouse","0 No=0 | 26 Yes=26","exg022_s26 Estate Planning: Other Child[26]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s27","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[27]/'s Spouse","0 No=0 | 27 Yes=27","exg022_s27 Estate Planning: Other Child[27]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s28","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[28]/'s Spouse","0 No=0 | 28 Yes=28","exg022_s28 Estate Planning: Other Child[28]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s29","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[29]/'s Spouse","0 No=0 | 29 Yes=29","exg022_s29 Estate Planning: Other Child[29]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s30","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[30]/'s Spouse","0 No=0 | 30 Yes=30","exg022_s30 Estate Planning: Other Child[30]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s31","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[31]/'s Spouse","0 No=0 | 31 Yes=31","exg022_s31 Estate Planning: Other Child[31]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s32","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[32]/'s Spouse","0 No=0 | 32 Yes=32","exg022_s32 Estate Planning: Other Child[32]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s33","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[33]/'s Spouse","0 No=0 | 33 Yes=33","exg022_s33 Estate Planning: Other Child[33]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s34","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[34]/'s Spouse","0 No=0 | 34 Yes=34","exg022_s34 Estate Planning: Other Child[34]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg022_s35","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[35]/'s Spouse","0 No=0 | 35 Yes=35","exg022_s35 Estate Planning: Other Child[35]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg023_1_","numeric","Estate Planning: Child[1]/'s Spouse(%)","","exg023_1_ Estate Planning: Child[1]/'s Spouse(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg023_2_","numeric","Estate Planning: Child[2]/'s Spouse(%)","","exg023_2_ Estate Planning: Child[2]/'s Spouse(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg023_3_","numeric","Estate Planning: Child[3]/'s Spouse(%)","","exg023_3_ Estate Planning: Child[3]/'s Spouse(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg023_4_","numeric","Estate Planning: Child[4]/'s Spouse(%)","","exg023_4_ Estate Planning: Child[4]/'s Spouse(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg023_5_","numeric","Estate Planning: Child[5]/'s Spouse(%)","","exg023_5_ Estate Planning: Child[5]/'s Spouse(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s1","haven_labelled/vctrs_vctr/double","Estate Planning: Child[1]'s Children","0 No=0 | 1 Yes=1","exg026_s1 Estate Planning: Child[1]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s2","haven_labelled/vctrs_vctr/double","Estate Planning: Child[2]'s Children","0 No=0 | 2 Yes=2","exg026_s2 Estate Planning: Child[2]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s3","haven_labelled/vctrs_vctr/double","Estate Planning: Child[3]'s Children","0 No=0 | 3 Yes=3","exg026_s3 Estate Planning: Child[3]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s4","haven_labelled/vctrs_vctr/double","Estate Planning: Child[4]'s Children","0 No=0 | 4 Yes=4","exg026_s4 Estate Planning: Child[4]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s5","haven_labelled/vctrs_vctr/double","Estate Planning: Child[5]'s Children","0 No=0 | 5 Yes=5","exg026_s5 Estate Planning: Child[5]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s6","haven_labelled/vctrs_vctr/double","Estate Planning: Child[6]'s Children","0 No=0 | 6 Yes=6","exg026_s6 Estate Planning: Child[6]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s7","haven_labelled/vctrs_vctr/double","Estate Planning: Child[7]'s Children","0 No=0 | 7 Yes=7","exg026_s7 Estate Planning: Child[7]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s8","haven_labelled/vctrs_vctr/double","Estate Planning: Child[8]'s Children","0 No=0 | 8 Yes=8","exg026_s8 Estate Planning: Child[8]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s9","haven_labelled/vctrs_vctr/double","Estate Planning: Child[9]'s Children","0 No=0 | 9 Yes=9","exg026_s9 Estate Planning: Child[9]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s10","haven_labelled/vctrs_vctr/double","Estate Planning: Child[10]'s Children","0 No=0 | 10 Yes=10","exg026_s10 Estate Planning: Child[10]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s11","haven_labelled/vctrs_vctr/double","Estate Planning: Child[11]'s Children","0 No=0 | 11 Yes=11","exg026_s11 Estate Planning: Child[11]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s12","haven_labelled/vctrs_vctr/double","Estate Planning: Child[12]'s Children","0 No=0 | 12 Yes=12","exg026_s12 Estate Planning: Child[12]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s13","haven_labelled/vctrs_vctr/double","Estate Planning: Child[13]'s Children","0 No=0 | 13 Yes=13","exg026_s13 Estate Planning: Child[13]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s14","haven_labelled/vctrs_vctr/double","Estate Planning: Child[14]'s Children","0 No=0 | 14 Yes=14","exg026_s14 Estate Planning: Child[14]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s15","haven_labelled/vctrs_vctr/double","Estate Planning: Child[15]'s Children","0 No=0 | 15 Yes=15","exg026_s15 Estate Planning: Child[15]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s16","haven_labelled/vctrs_vctr/double","Estate Planning: Child[16]'s Children","0 No=0 | 16 Yes=16","exg026_s16 Estate Planning: Child[16]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s17","haven_labelled/vctrs_vctr/double","Estate Planning: Child[17]'s Children","0 No=0 | 17 Yes=17","exg026_s17 Estate Planning: Child[17]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s18","haven_labelled/vctrs_vctr/double","Estate Planning: Child[18]'s Children","0 No=0 | 18 Yes=18","exg026_s18 Estate Planning: Child[18]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s19","haven_labelled/vctrs_vctr/double","Estate Planning: Child[19]'s Children","0 No=0 | 19 Yes=19","exg026_s19 Estate Planning: Child[19]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s20","haven_labelled/vctrs_vctr/double","Estate Planning: Child[20]'s Children","0 No=0 | 20 Yes=20","exg026_s20 Estate Planning: Child[20]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s21","haven_labelled/vctrs_vctr/double","Estate Planning: Child[21]'s Children","0 No=0 | 21 Yes=21","exg026_s21 Estate Planning: Child[21]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s22","haven_labelled/vctrs_vctr/double","Estate Planning: Child[22]'s Children","0 No=0 | 22 Yes=22","exg026_s22 Estate Planning: Child[22]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s23","haven_labelled/vctrs_vctr/double","Estate Planning: Child[23]'s Children","0 No=0 | 23 Yes=23","exg026_s23 Estate Planning: Child[23]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s24","haven_labelled/vctrs_vctr/double","Estate Planning: Child[24]'s Children","0 No=0 | 24 Yes=24","exg026_s24 Estate Planning: Child[24]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s25","haven_labelled/vctrs_vctr/double","Estate Planning: Child[25]'s Children","0 No=0 | 25 Yes=25","exg026_s25 Estate Planning: Child[25]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s26","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[26]'s Children","0 No=0 | 26 Yes=26","exg026_s26 Estate Planning: Other Child[26]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s27","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[27]'s Children","0 No=0 | 27 Yes=27","exg026_s27 Estate Planning: Other Child[27]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s28","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[28]'s Children","0 No=0 | 28 Yes=28","exg026_s28 Estate Planning: Other Child[28]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s29","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[29]'s Children","0 No=0 | 29 Yes=29","exg026_s29 Estate Planning: Other Child[29]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s30","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[30]'s Children","0 No=0 | 30 Yes=30","exg026_s30 Estate Planning: Other Child[30]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s31","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[31]'s Children","0 No=0 | 31 Yes=31","exg026_s31 Estate Planning: Other Child[31]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s32","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[32]'s Children","0 No=0 | 32 Yes=32","exg026_s32 Estate Planning: Other Child[32]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s33","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[33]'s Children","0 No=0 | 33 Yes=33","exg026_s33 Estate Planning: Other Child[33]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s34","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[34]'s Children","0 No=0 | 34 Yes=34","exg026_s34 Estate Planning: Other Child[34]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg026_s35","haven_labelled/vctrs_vctr/double","Estate Planning: Other Child[35]'s Children","0 No=0 | 35 Yes=35","exg026_s35 Estate Planning: Other Child[35]'s Children"
"raw_exit","restricted_source/Exit_Module.dta","exg027_1_","numeric","Estate Planning: Child[1]'s Children(%)","","exg027_1_ Estate Planning: Child[1]'s Children(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg027_26_","numeric","Estate Planning: Other Child[26]'s Children(%)","","exg027_26_ Estate Planning: Other Child[26]'s Children(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg028","haven_labelled/vctrs_vctr/double","Equal Share among Sibling for Sibling Share","1 Yes=1 | 2 No=2","exg028 Equal Share among Sibling for Sibling Share"
"raw_exit","restricted_source/Exit_Module.dta","exg029","haven_labelled/vctrs_vctr/double","Any Estate is Inherited","1 Yes=1 | 2 No=2","exg029 Any Estate is Inherited"
"raw_exit","restricted_source/Exit_Module.dta","exg029_1","numeric","Total Value of Estate Inherited","","exg029_1 Total Value of Estate Inherited"
"raw_exit","restricted_source/Exit_Module.dta","exg030","haven_labelled/vctrs_vctr/double","Follow the Will","1 Yes=1 | 2 No=2","exg030 Follow the Will"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s1","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Spouse","0 No=0 | 1 Yes=1","exg031_s1 Legacy Disposed without Housing: Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s2","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Children/Sons-in-law/Daughters-in-law","0 No=0 | 2 Yes=2","exg031_s2 Legacy Disposed without Housing: Children/Sons-in-law/Daughters-in-law"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s3","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Sibling","0 No=0 | 3 Yes=3","exg031_s3 Legacy Disposed without Housing: Sibling"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s4","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Other Relatives","0 No=0 | 4 Yes=4","exg031_s4 Legacy Disposed without Housing: Other Relatives"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s5","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Parents/Parents-in-law","0 No=0 | 5 Yes=5","exg031_s5 Legacy Disposed without Housing: Parents/Parents-in-law"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s6","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Grandchildren","0 No=0 | 6 Yes=6","exg031_s6 Legacy Disposed without Housing: Grandchildren"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s7","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Friends","0 No=0 | 7 Yes=7","exg031_s7 Legacy Disposed without Housing: Friends"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s8","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Charity","0 No=0 | 8 Yes=8","exg031_s8 Legacy Disposed without Housing: Charity"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s9","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Others","0 No=0 | 9 Yes=9","exg031_s9 Legacy Disposed without Housing: Others"
"raw_exit","restricted_source/Exit_Module.dta","exg031_s10","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: No Distribution","0 No=0 | 10 Yes=10","exg031_s10 Legacy Disposed without Housing: No Distribution"
"raw_exit","restricted_source/Exit_Module.dta","exg031_1","numeric","Legacy Disposed without Housing: Spouse(%)","","exg031_1 Legacy Disposed without Housing: Spouse(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg031_3","numeric","Legacy Disposed without Housing: Sibling(%)","","exg031_3 Legacy Disposed without Housing: Sibling(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg031_4","numeric","Legacy Disposed without Housing: Other Relatives(%)","","exg031_4 Legacy Disposed without Housing: Other Relatives(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg031_5","numeric","Legacy Disposed without Housing: Parents/Parents-in-law(%)","","exg031_5 Legacy Disposed without Housing: Parents/Parents-in-law(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg031_7","numeric","Legacy Disposed without Housing: Friends(%)","","exg031_7 Legacy Disposed without Housing: Friends(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg031_8","numeric","Legacy Disposed without Housing: Charity(%)","","exg031_8 Legacy Disposed without Housing: Charity(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg031_9","numeric","Legacy Disposed without Housing: Others(%)","","exg031_9 Legacy Disposed without Housing: Others(%)"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s1","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[1]/'s Spouse","0 No=0 | 1 Yes=1","exg032_s1 Legacy Disposed without Housing: Child[1]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s2","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[2]/'s Spouse","0 No=0 | 2 Yes=2","exg032_s2 Legacy Disposed without Housing: Child[2]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s3","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[3]/'s Spouse","0 No=0 | 3 Yes=3","exg032_s3 Legacy Disposed without Housing: Child[3]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s4","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[4]/'s Spouse","0 No=0 | 4 Yes=4","exg032_s4 Legacy Disposed without Housing: Child[4]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s5","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[5]/'s Spouse","0 No=0 | 5 Yes=5","exg032_s5 Legacy Disposed without Housing: Child[5]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s6","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[6]/'s Spouse","0 No=0 | 6 Yes=6","exg032_s6 Legacy Disposed without Housing: Child[6]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s7","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[7]/'s Spouse","0 No=0 | 7 Yes=7","exg032_s7 Legacy Disposed without Housing: Child[7]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s8","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[8]/'s Spouse","0 No=0 | 8 Yes=8","exg032_s8 Legacy Disposed without Housing: Child[8]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s9","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[9]/'s Spouse","0 No=0 | 9 Yes=9","exg032_s9 Legacy Disposed without Housing: Child[9]/'s Spouse"
"raw_exit","restricted_source/Exit_Module.dta","exg032_s10","haven_labelled/vctrs_vctr/double","Legacy Disposed without Housing: Child[10]/'s Spouse","0 No=0 | 10 Yes=10","exg032_s10 Legacy Disposed without Housing: Child[10]/'s Spouse"
